STORMNET_ID,VDOT Length,Easement Length,Total Conveyance Length,County Area,County Area Impervious
STMN0552041505,0,688.76,1080.21,0,0
STMN0552041595,242.47,1291.61,3104.93,0,0
STMN0552041646,60.61,11.61,76.4,0,0
STMN0552041681,1072.71,28.03,1598.14,0,0
STMN0552045380,757.83,603.91,1661.67,0,0
STMN0552045450,461.82,379.57,1014.2,0,0
STMN0552045613,168.19,144.63,392.83,0,0
STMN0552045646,230.99,283.49,1320.29,52.19,13.26
STMN0552045727,277.79,117.25,566.43,0,0
STMN0552045797,640.11,480.52,1076.13,0,0
STMN0552053704,0,312.9,384.49,0,0
STMN0552054015,0,0,0,0,0
STMN0552054041,1066.21,3642.36,8491.86,0,0
STMN0552054055,51.78,805.73,1104.71,0,0
STMN0552054072,0,235.68,235.68,0,0
STMN0552054076,0,144.53,144.53,0,0
STMN0552054178,0,301.14,318.65,0,0
STMN0552054933,325.96,432.04,1325.13,0,0
STMN0552059957,53.41,253.78,308.83,0,0
STMN0552070345,0,285.55,1512.75,0,0
STMN0552087702,923.2,2254.15,5144.51,1934.05,274.68
STMN0552087704,79.18,0,151.91,1025.75,207.44
STMN0552506013,3210.47,1637.92,10747.2,0,0
STMN0553053195,199.37,247.63,400.37,1961.43,304.37
STMN0553053270,236.97,1242.92,1242.92,2382.02,264.05
STMN0553054090,625.72,1359.54,4473.85,484519.77,41485.79
STMN0553056603,0,1208.26,1603.72,0,0
STMN0553056664,4518.42,12416.44,21305.01,3611.34,0
STMN0553057168,40.31,1899.68,2003.71,0,0
STMN0553057179,853.02,0,2577.36,34099.32,13230.4
STMN0553057181,0,329.78,350.62,0,0
STMN0553057536,1213.45,1858.99,3947.84,73.92,0
STMN0553057540,707.25,3833.76,6454.2,1605.06,0
STMN0553057695,0,0,1583.56,414563.13,35725.85
STMN0553060027,6.15,59.49,66.3,201.48,0
STMN0553060233,0,188.96,267.21,3735.92,0
STMN0553062664,314.96,1070.86,2046.54,0,0
STMN0553069127,131.99,1378.32,1657.36,330.19,134.55
STMN0553087757,0,1381.18,3002.62,1736.58,242.9
STMN0553088250,0,29.61,482.68,2065.77,142.35
STMN0553090401,0,49.36,49.36,0,0
STMN0553436593,3961.14,5206.29,10096.12,0,0
STMN0553436597,0,202.02,220.29,0,0
STMN0553436611,753.72,223.03,1000.07,0,0
STMN0553436630,318.3,968.99,1299.07,0,0
STMN0553436774,610.46,2520.12,6952.14,0,0
STMN0553436780,1688.66,1614.29,3535.54,0,0
STMN0553436856,0,0,326.03,93404.42,3556.85
STMN0553436902,701.14,1867.45,3243.8,0,0
STMN0553511857,581.58,847.86,1979.77,136874.1,0
STMN0554051349,0,1550.12,2652.41,13413.31,855.71
STMN0554051447,1982.4,567.12,2909.89,0,0
STMN0554051540,0,268.83,268.83,3069.96,0
STMN0554053225,1106.11,2437.66,4131.12,0,0
STMN0554069611,10.39,120.85,134.49,0,0
STMN0554069803,423.81,61.53,491.43,0,0
STMN0554076595,0,210.63,1026.48,0,0
STMN0554076596,0,188.92,682.88,0,0
STMN0554076597,0,765.7,820.34,0,0
STMN0554076643,0,2878.19,2878.19,0,0
STMN0554076646,0,63.67,63.67,0,0
STMN0554076656,0,374.67,1201.89,0,0
STMN0554076669,349.42,1222.22,2631.43,0,0
STMN0554087708,362.84,428.36,1157.8,8386.28,2323.81
STMN0554436321,155.27,444.79,650.7,0,0
STMN0554436357,69.18,507.67,729.75,0,0
STMN0554436361,11.09,122.67,129.48,0,0
STMN0554436363,5.51,169,182.37,0,0
STMN0554436383,0,19.77,55.33,0,0
STMN0554436388,9.59,50.54,64.04,0,0
STMN0554436390,51.67,19.4,71.71,0,0
STMN0554436392,175.32,124.69,304.88,0,0
STMN0554436393,1319.55,2211.76,3758.56,0,0
STMN0554436400,260.54,379.06,621.89,0,0
STMN0554436408,53.19,42.78,86.24,0,0
STMN0554436411,120.03,127.91,261.14,0,0
STMN0554436416,18.13,85.15,89.66,0,0
STMN0554436424,167.24,715.34,926.99,0,0
STMN0554436436,83.3,404.65,907.35,0,0
STMN0554436449,39.86,366.78,633.82,0,0
STMN0554436507,58.34,390.05,443.51,0,0
STMN0554436516,85.43,7.2,88.3,0,0
STMN0561041121,0,295.25,311.58,0,0
STMN0561041161,0,543.73,580.14,0,0
STMN0561041588,0,104.92,104.92,0,0
STMN0561042046,1769.72,1613.7,8655.36,0,0
STMN0561042200,59.04,212.98,419.97,0,0
STMN0561042672,2711.67,2861.53,9844.26,632588.14,342856.95
STMN0561042867,188.18,190.21,2295.83,448847.99,278273.88
STMN0561043020,0,0,2043.9,403339.03,240448.86
STMN0561043118,0,0,1668.55,279332.81,123926.13
STMN0561044167,844.13,354.88,4557.9,684713.02,308832.48
STMN0561044241,2373.17,1935.77,9650.05,183081.5,6206.1
STMN0561044469,1267.61,7051.82,14283.45,2219.31,241.96
STMN0561056554,925.4,355.02,1470.78,17257.44,1322.82
STMN0561064760,207.88,233.8,1044.41,0,0
STMN0561084645,96.03,17.91,145.11,7109.8,1303.05
STMN0561509280,1640.49,766.33,6681.71,13216.74,1407.94
STMN0562041511,0,1520.4,2623.67,4485.95,0
STMN0562041877,299.67,1210.04,4418.42,5128.98,2179.18
STMN0562042820,0,338.05,352.3,2197.8,390.61
STMN0562043082,0,1431.46,1472.08,56.64,0
STMN0562043419,0,1294.61,1507.66,15350.22,1404.22
STMN0562043928,133.29,897.09,1188.38,0,0
STMN0562045475,250.26,2400.13,4297.38,0,0
STMN0562055091,220.2,1954.9,3014.03,2361.05,0
STMN0562055203,0,155.27,1192.36,65.05,0
STMN0562055235,129.4,2892.27,4920.11,2403.69,572.02
STMN0562055415,0,8.3,42.19,1483.33,63.28
STMN0562055433,0,1283.77,2687.84,1938.77,254.8
STMN0562057610,0,409.16,841.38,0,0
STMN0562057650,0,46.62,617.68,0,0
STMN0562057657,465.4,234.63,2049.11,0,0
STMN0562058590,573.29,2592.78,4834.93,0,0
STMN0562059853,0,77.91,86.37,5874.51,0
STMN0562059975,0,264.07,543.17,2246.72,0
STMN0562060276,0,89.07,91.14,32645.39,9197.27
STMN0562060892,2787.5,3809,10304.39,6677.76,317.58
STMN0562065830,119.67,1260.88,2196.63,0,0
STMN0562069806,104.48,2321.03,5038.01,0,0
STMN0562071345,215.03,39.29,269.67,4269.38,18.53
STMN0562076087,0,339.22,1401.37,745.74,0
STMN0562085007,2358.32,19.7,3370.5,3554.8,1407.96
STMN0562508226,0,139.81,211.42,16186.59,0
STMN0563072817,42.58,26.8,201.88,0,0
STMN0563085033,1410.14,1061.41,2562.86,19649.16,0
STMN0563436078,1077.77,199.73,2217.97,263306.58,4040.83
STMN0563436085,45.93,217.06,260.84,16066.46,0
STMN0563436100,189.29,0,519.86,9047.61,0
STMN0563436112,121.68,311.33,1279.89,399.94,0
STMN0563436114,58.16,157.92,222.37,650.39,0
STMN0563436118,52.35,234.67,292.59,590.08,0
STMN0563436129,29.55,5.39,49.15,835.55,0
STMN0563436136,49.67,318.11,499.64,45837.7,0
STMN0563436139,453.88,28.43,972.25,367.22,0
STMN0563436145,53.18,408.48,507.46,89482.24,0
STMN0563436153,143.57,61.53,376.95,0,0
STMN0563436158,49.19,206.99,270.41,0,0
STMN0563436168,638.44,1022.12,1464.76,101148.82,1205.77
STMN0563436182,2.35,125.12,125.12,0,0
STMN0563436224,172.92,416.28,730.09,57588.3,0
STMN0563436281,1476.66,861.98,3920.08,0,0
STMN0563436308,156.04,526.8,794.43,9990.13,0
STMN0563511129,68.02,0,706.58,0,0
STMN0563511698,128.54,25.9,174.92,0,0
STMN0564045812,725.67,2773.8,9319.31,0,0
STMN0564045956,127.15,449.04,1582.34,0,0
STMN0564046564,252.6,35.01,443.63,787.12,0
STMN0564046574,81.71,13.76,1346.26,0,0
STMN0564046845,1096.25,1268.26,4107.99,0,0
STMN0564047265,0,22.64,2510.53,0,0
STMN0564047435,253.79,223.82,472.55,0,0
STMN0564053006,0,249.51,914.62,0,0
STMN0571068190,0,1601.04,2136.03,380.66,0
STMN0573435644,59.99,99.76,148.06,0,0
STMN0573435701,291.3,1680.72,3719.61,93850.21,42449.97
STMN0573435711,151.99,244.77,448.48,0,0
STMN0573435722,396.71,275.12,732.84,0,0
STMN0573435726,105.01,122.4,227.61,0,0
STMN0573435832,476.6,501.06,1178.35,0,0
STMN0573435841,345.7,185.18,524.01,0,0
STMN0573435866,220.29,451.18,666.92,25545.88,14987.46
STMN0573435903,1802.5,2119.9,5833.47,365566.87,64894.94
STMN0573435912,180.64,250.43,406.37,0,0
STMN0573435941,1720.51,137.85,2428.65,109665.47,53202.55
STMN0573435943,7.85,254.35,261.96,9470.6,0
STMN0573435947,45.5,95.94,138.76,0,0
STMN0573435950,2664.27,2341.94,10516.02,0,0
STMN0573436035,1880.01,300.5,2528.79,0,0
STMN0573436040,250.27,0.69,342.69,0,0
STMN0573436042,0,37.48,39.34,1800.6,0
STMN0573436047,79.58,12.14,203.29,0,0
STMN0573436051,38.67,108.04,148,0,0
STMN0573436056,120.52,155.44,270.23,0,0
STMN0573436060,710.25,200.91,901.19,0,0
STMN0582430239,1108.84,562.01,2102.95,490.24,0
STMN0582430243,2314.09,753.57,3431.87,0,0
STMN0582430267,6313.5,5851.81,13050.9,0,0
STMN0582430304,41.26,116.03,153.09,0,0
STMN0582430309,151.82,187.96,352.96,9903.38,0
STMN0582430316,53.06,190.98,250.84,714.68,0
STMN0582430324,21.74,0,21.74,0,0
STMN0582430332,110.72,720.58,957.09,2793.21,0
STMN0582430337,106.35,116.81,221.95,2571.9,0
STMN0582430343,335.73,203,625.04,382.32,0
STMN0582430558,39.28,118.97,156.33,0,0
STMN0582430669,392.61,411.79,917.8,0,0
STMN0582430684,91.08,137.01,236.8,4585.09,0
STMN0582504603,449.15,199.56,646.83,165.72,0
STMN0583051431,0,499.47,836.66,0,0
STMN0583435187,596.15,601.13,1517.96,0,0
STMN0583435211,828.32,249.4,1662.17,0,0
STMN0583435232,0,0,74.72,7964.63,1196.14
STMN0583435247,689.61,443.59,1267.42,466.61,0
STMN0583435252,0,101.98,101.98,0,0
STMN0583435254,1039.83,586.58,1664.5,0,0
STMN0583435264,71.98,284.83,391.73,0,0
STMN0583435267,9.51,143.89,149.97,0,0
STMN0583435272,151.28,135.22,280.59,0,0
STMN0583435274,13.58,102.5,119.03,0,0
STMN0583435398,441.65,0,4950.27,4393.32,0
STMN0583435421,545.99,1021.54,4130.77,167.42,0
STMN0584434368,347.61,924.26,1365.44,0,0
STMN0584434369,326.45,581.46,909.19,0,0
STMN0584434370,637.98,1185,2528.38,0,0
STMN0584434372,6440.95,8471.47,35101.8,0,0
STMN0584434387,1623.72,246.83,2134.59,0,0
STMN0584434436,240.98,143.97,529.85,0,0
STMN0584434438,541.1,342.03,887.64,0,0
STMN0584434444,116.32,235.08,363.22,0,0
STMN0584434448,53.44,201.13,257.05,0,0
STMN0584434455,3577.94,209.31,3871.57,0,0
STMN0584434463,368.05,474.53,805.67,0,0
STMN0584434467,4.29,117.47,122.18,0,0
STMN0584434473,1881.33,1658.74,3810.79,0,0
STMN0584434477,369.06,236.17,599.21,0,0
STMN0584434494,0.08,349.9,361.86,0,0
STMN0584434506,129.13,136.21,268.26,0,0
STMN0584434510,1844.77,2146.42,4776.48,0,0
STMN0584434520,603.56,74.51,615.89,0,0
STMN0584434556,2.16,0,4.48,0,0
STMN0584434574,302.12,478.67,1150.76,0,0
STMN0584434652,1158.75,22.6,1891.2,0,0
STMN0584435002,150.83,130.17,289.3,0,0
STMN0584435010,672.43,159.58,991.52,0,0
STMN0584435040,1939.63,952.34,3400.71,0,0
STMN0584435058,300.86,120.17,428.44,0,0
STMN0584435065,138.7,234.91,369.34,0,0
STMN0584435094,436.55,760.58,1330.78,0,0
STMN0584435119,0,460.95,490.76,0,0
STMN0584504757,329.81,397.59,1586.1,0,0
STMN0584504796,535.33,203.29,1659.91,0,0
STMN0591429769,126.59,120.35,234.18,0,0
STMN0591429771,393.25,753,1126.44,0,0
STMN0591429791,554.89,509.84,1089.48,2533.4,0
STMN0591429810,409.94,228.33,636.04,0,0
STMN0591429814,43.07,14.42,151.84,0,0
STMN0591429823,392.02,143.74,898.09,0,0
STMN0591429829,565.93,175.78,751.3,0,0
STMN0591429831,358.73,540.89,916.13,0,0
STMN0591429846,64.85,133.94,229.87,0,0
STMN0591429854,605.36,437.53,1457.81,0,0
STMN0591429856,339.61,39.29,540.05,0,0
STMN0591429866,413.79,941.94,1955.95,0,0
STMN0591429888,289.26,242.29,544.64,0,0
STMN0591429914,856.92,334.37,1275.36,8.11,0
STMN0591429942,9.17,61.79,66.77,0,0
STMN0591429946,1920.8,5997.27,11871.93,271952.5,19745.92
STMN0591430060,0,573.9,815.73,0,0
STMN0591430070,106.14,202.01,451.65,0,0
STMN0591430102,1625.46,1570.61,9479.93,0,0
STMN0591504432,470.22,694.86,1705.81,5451.68,889.92
STMN0592095334,1189.33,347.75,2026.39,41253.11,21811.52
STMN0592429148,261.35,647.06,921.25,667.81,0
STMN0592429164,2357.93,200.59,3513.38,254559.95,34236.85
STMN0592429213,2100.2,657.85,5195.69,0,0
STMN0592429415,0,1628.62,2473.04,0,0
STMN0592429426,0,0,340.26,64565.51,28169.3
STMN0592429441,862.07,577.15,2335.53,2159.75,22.82
STMN0592429449,390.58,219.86,652.62,344.07,0
STMN0592429454,0,11.45,106.24,0,0
STMN0592429456,0,154.29,154.29,490.89,0
STMN0592429504,1162.28,1962.1,3541.47,33.42,0
STMN0592429506,61.8,482.18,587.37,113.37,0
STMN0592429631,4623.29,4510.95,21452.84,1381358.89,88115.52
STMN0592429705,0,1500.44,1504.21,0,0
STMN0592429709,125.14,133.78,308.81,0,0
STMN0592429720,927.3,158.53,1432.15,0,0
STMN0592429728,38.87,200.11,243.59,0,0
STMN0593066457,0,13.03,13.03,0,0
STMN0593086843,0,85.43,107.29,0,0
STMN0593433622,0.8,159.62,178.45,0,0
STMN0593433649,1189.75,1396.02,2646.41,0,0
STMN0593433656,264.56,162.64,482.57,4222.1,0
STMN0593433665,8721.75,5327.37,19389.74,225838.58,15716.43
STMN0593433676,1309.12,1038.69,2608.38,0,0
STMN0593433677,800.43,507.87,2169.81,160524.93,0
STMN0593433698,76.32,820.86,1262.07,0,0
STMN0593433742,59.82,486.93,697.59,3655.64,0
STMN0593433973,7.2,238.89,264.33,2836.16,0
STMN0593433983,476.06,656.95,1172.04,13470.1,0
STMN0593433992,42.88,199.69,246.61,2018.86,0
STMN0593434002,51.72,0,83.28,1316.54,428.59
STMN0593434006,46.81,0,83.56,2019.19,128.1
STMN0593434008,440.06,167.08,645.49,3163.9,145.37
STMN0593434020,1139.5,455.79,1599.7,6925.85,0
STMN0593434050,62.79,169.86,547.83,3835.21,0
STMN0593434051,713.35,794.66,1749.24,7049.66,0
STMN0593434055,42.75,78.7,192.98,1921.7,0
STMN0593434071,13.15,115.16,152.18,1766.3,0
STMN0593434081,44.47,144.26,199.87,1037.18,0
STMN0593434094,0,11.13,314.38,0,0
STMN0593434095,0,49.72,54.38,0,0
STMN0593434138,5.69,190.3,195.99,0,0
STMN0593434325,375.74,503.61,882.68,1086.8,0
STMN0594083813,17.88,63.49,309.34,0,0
STMN0594433209,0,136.29,136.29,0,0
STMN0594433217,1515.59,2255.33,4592.91,150804.8,2731.24
STMN0594433243,613.13,702.87,1431,0,0
STMN0594433245,1777.11,594.28,3602.37,433,0
STMN0594433251,658.55,490.03,1318.25,0,0
STMN0594433252,45.38,375.39,630.8,0,0
STMN0594433261,7.85,143.59,210.2,0,0
STMN0594433296,115.21,337.15,557.79,348.43,0
STMN0594433350,361.36,23.99,463.21,1923.14,0
STMN0594433373,5.8,62.47,172.4,0,0
STMN0594433375,0,0,0,0,0
STMN0594433389,0,165.11,421.79,0,0
STMN0594433420,0,138.54,138.54,0,0
STMN0594433423,0,221.64,223.82,0,0
STMN0594433428,44.24,113,282,0,0
STMN0594433429,48.67,4.62,81.98,0,0
STMN0594433446,0,119.7,139.53,0,0
STMN0594433451,0,170.79,372.21,442.24,0
STMN0594433452,69.21,377.52,579.94,413.53,0
STMN0594433465,0,559.13,562.1,32092.05,0
STMN0594433469,40.58,108.22,372.03,151817,2.55
STMN0594433505,810.18,27.9,823.58,81.37,0
STMN0594433524,431.29,826.18,1692.88,0,0
STMN0594433560,38.1,87.06,133.86,0,0
STMN0594433566,101.69,119.59,287.33,0,0
STMN0594433587,98.04,144.27,244.18,0,0
STMN0601070002,86.09,153.55,320.61,5071.86,402.74
STMN0601084336,5758.24,4493.49,11632.84,6371.84,0
STMN0601428588,3100,4356.22,10490.15,1948.04,0
STMN0601428602,1373.65,1824.83,3702.77,1613.58,211.4
STMN0601428604,398.35,14.42,416.95,84.98,35.1
STMN0601428616,566.6,134.94,1494.83,129700.49,1097.77
STMN0601428618,605.66,193.76,668.88,0,0
STMN0601428619,3706.32,655.69,5442.74,4495.23,0
STMN0601428620,63.76,18.58,152.08,0,0
STMN0601428629,2393.25,2025.42,4854.83,0,0
STMN0601428632,0,574.8,592.85,0,0
STMN0601428636,858.11,877.89,1753.87,0,0
STMN0601428660,292.13,204.36,488.27,2853.48,0
STMN0601428673,43.01,155.7,204.26,593.16,0
STMN0601428690,43.3,120.55,229.62,2035.11,0
STMN0601428691,38.43,111.87,211.3,1935.63,0
STMN0601428851,46.28,50.3,436.38,679.13,0
STMN0601428856,210.17,0,220.89,1376.53,203.79
STMN0601428861,44.11,149.19,188.64,763.16,0
STMN0601428867,1447.24,827.45,2961.25,3527.53,124.88
STMN0601428934,530.55,4.97,842.17,7778.41,184.55
STMN0601428941,0,0,184.57,138199.46,48924.63
STMN0601428968,1568.36,698.49,2314.06,0,0
STMN0601429039,1132.43,0,1406.11,44920.71,0
STMN0601429048,184.35,356.1,576,181.73,0
STMN0601429092,0,119.82,119.82,976.59,0
STMN0601429101,0,971.74,1475.46,759.3,0
STMN0601505534,42.42,135.8,177.35,2370.63,57.21
STMN0601512376,27.36,0,147.25,10883.52,0
STMN0602428079,2297.43,2778.1,6253.93,331260.02,8714.18
STMN0602428082,1793.27,635.57,4237.28,0,0
STMN0602428520,129.68,258.21,408.05,0,0
STMN0603078760,46.58,62.49,103.19,0,0
STMN0603083166,5.28,286.31,292.57,2974.78,0
STMN0603432621,45.42,0,46.76,0.14,0
STMN0603432624,3.84,20.27,27.13,17297.53,815.65
STMN0603432638,3362.22,1216.23,5399.25,0,0
STMN0603432679,3779.53,2869.78,8443.94,190858.76,31193.78
STMN0603432689,1524.53,516.41,3724.27,100513.35,39582.21
STMN0603432740,99.33,271.42,544.69,0,0
STMN0603432741,12.47,149.74,166.31,0,0
STMN0603432747,104.54,38.3,199,0,0
STMN0603432748,97.78,73.15,524.69,0,0
STMN0603432749,349.96,32.56,738.96,12792.45,736.4
STMN0603432832,1366.86,2308.95,4244.04,0,0
STMN0603432843,841.29,365.83,2332.74,0,0
STMN0603432890,255.14,236.13,599.79,65591.3,330.04
STMN0603432911,9.49,61.89,78.42,10966.33,0
STMN0603432914,8.75,55.11,111.9,0,0
STMN0603432915,553.42,294.41,1169.66,0,0
STMN0603432928,495.49,267.28,781.08,0,0
STMN0603432955,1107.13,1352.92,3396.27,0,0
STMN0603433026,1205.42,154.61,1367.02,0,0
STMN0603433038,139.97,100.07,325.19,0,0
STMN0603433072,40.48,0,75.11,1336.13,0
STMN0603433197,3449.32,7762.23,15261.36,2331.51,0
STMN0603504627,209.2,258.06,537.16,0,0
STMN0604075850,0,0,584.4,258259.01,104386.73
STMN0604082432,10361.05,4304.9,19850.59,566436.76,5435.31
STMN0604086842,2879.31,969.4,4633.47,0,0
STMN0604432039,5259.49,2751.17,10039.13,0,0
STMN0604432043,3421.91,1137.83,7322,0,0
STMN0604432049,256.27,211.31,495.46,0,0
STMN0604432056,49.83,102.5,152,0,0
STMN0604432058,4574.35,3484.93,8664.57,0,0
STMN0604432090,62.37,352.58,873.77,33441.49,1631.99
STMN0604432091,40.52,309.83,956.04,8045.6,784.71
STMN0604432293,1911.34,103,2425.65,60.4,0
STMN0604432308,1225.75,94.04,1359.77,0,0
STMN0604432328,114.38,0,208.46,0,0
STMN0604432464,66.97,13.99,162.44,0,0
STMN0604432479,5.1,302.57,302.57,0,0
STMN0604432487,3734.22,1353.82,5126.49,10709.75,0
STMN0604432488,46.4,153.37,320,0,0
STMN0604432516,1793.54,0,1923.26,7767.76,617.46
STMN0604432518,41.66,0,86.65,38019.85,488.72
STMN0604432614,0,0,214.24,362568.92,40841.83
STMN0611061924,50.89,17.83,68.84,0,0
STMN0611066270,27.95,10.57,46.34,0,0
STMN0611082121,40.85,293.49,334.8,0,0
STMN0611427486,222.93,557.44,1261.15,0,0
STMN0611427500,2281.89,1163.48,4278.13,0,0
STMN0611427501,11581.18,4848.47,18783.64,1290.51,2.71
STMN0611427516,235.64,75.59,676.18,0,0
STMN0611427565,4646.25,6097.22,13583.15,6565.06,0
STMN0611427586,647.64,552.24,2620.83,557795.86,37173.56
STMN0611427599,156.62,0,314.61,0,0
STMN0611427614,490.57,63.61,645.77,0,0
STMN0611427656,0,4.02,529.41,0,0
STMN0611427669,82.64,0,82.64,0,0
STMN0611427685,42.14,89.17,146.03,0,0
STMN0611427730,51.67,110.03,160.03,0,0
STMN0611427735,40.94,29.17,144.13,0,0
STMN0611427736,50.62,9.53,62.51,0,0
STMN0611427739,35.09,0,102.23,0,0
STMN0611427779,44.93,193.32,241.53,0,0
STMN0611427792,1761.3,534.64,2444.87,121385.23,2511.3
STMN0611427852,188.2,286.18,556.38,57214.47,0
STMN0611427859,159.99,129.34,600.59,0,0
STMN0611427872,87.68,103.12,202.91,0,0
STMN0611427874,80.27,658.12,947.66,0,0
STMN0611428063,28.33,69.1,96.87,0,0
STMN0611428067,50.35,74.76,165.86,0,0
STMN0611428073,383.12,0,730.92,0,0
STMN0612092710,0,0,160.8,126868.99,10132.02
STMN0612426507,2174.26,2361.05,6912.36,40841.24,0
STMN0612426523,1767.6,3472.02,11165.79,0,0
STMN0612426553,7023.7,2456.97,16205.13,170137.75,28568.11
STMN0612427158,418.77,788.87,1245.98,0,0
STMN0612427164,43.58,90.87,1087.28,0,0
STMN0612427183,20.86,189.74,208.18,0,0
STMN0612427231,296.33,184.27,558.44,0,0
STMN0612427235,7.77,32.49,110.66,0,0
STMN0612427244,42.7,162.54,249.87,0,0
STMN0612427248,56.45,176.2,304.31,0,0
STMN0612427251,9.43,42.11,135.27,0,0
STMN0612427255,43.05,48.5,149.29,0,0
STMN0612427257,1503.63,721.81,2682.47,0,0
STMN0612427397,48.31,303.09,541.63,10052.46,0
STMN0612427409,151.86,525.18,715.23,0,0
STMN0612427415,59.15,236.84,337.75,0,0
STMN0613431462,50.02,227.17,286.44,0,0
STMN0613431468,88.21,30.82,370.7,0,0
STMN0613431470,47.53,14.59,94.14,0,0
STMN0613431480,2382.48,1110.61,4115.78,33117.89,3898.5
STMN0613431494,56.29,21.29,275.24,0,0
STMN0613431497,49.4,74.99,119.67,0,0
STMN0613431499,94.21,51.01,100.79,0,0
STMN0613431510,27.99,0,192.47,0,0
STMN0613431542,121.4,146.67,596.26,0,0
STMN0613431563,266.68,396.61,705.54,0,0
STMN0613431570,104.96,281.3,521.3,0,0
STMN0613431572,50.42,45.07,220.26,0,0
STMN0613431599,52.12,66.62,248.68,0,0
STMN0613431660,2401.72,2177.32,6368.44,0,0
STMN0613431674,369.23,12.63,587.05,0,0
STMN0613431685,692.31,908.54,1591.76,0,0
STMN0613431688,32.95,169.5,201.14,0,0
STMN0613431699,553.49,170.62,1034.84,0,0
STMN0613431716,151.56,0,300.17,0,0
STMN0613431815,1023.42,28.99,1756.57,895.71,435.45
STMN0613431816,9.15,134.57,142.69,0,0
STMN0613432027,909.47,415.16,2387.87,0,0
STMN0614072479,37.31,0,654.47,0,0
STMN0614072481,2405.62,604.69,3648.33,4479.91,0
STMN0614072482,0,517.72,3049.14,89267.41,737.41
STMN0614081395,0,651.76,942.48,436.58,0
STMN0614084382,1821.92,801.76,2943.51,0,0
STMN0614093393,0,335.93,400.31,0,0
STMN0614093403,9724.14,2531.52,20500.8,276273.28,28076.7
STMN0614094614,180.89,614.77,1167.37,0,0
STMN0614430770,56.59,28.01,76.47,0,0
STMN0614430798,2358.68,2969.98,6556.31,0,0
STMN0614430807,0,24.4,24.4,0,0
STMN0614430834,45.91,50.24,96.48,0,0
STMN0614430865,606.62,71.79,1114.08,3517.6,0
STMN0614430876,8.84,184.04,197.97,0,0
STMN0614430884,1120.99,345.86,1407.66,16262.44,72.43
STMN0614430974,11.54,148.83,217.88,0,0
STMN0614431095,114.3,0,223.92,30121.26,657.53
STMN0614431109,277.7,189.71,525.02,0,0
STMN0614431136,0,39.04,379.45,0,0
STMN0614431149,1270.45,3258.64,5882.11,9637.01,0
STMN0614431163,976.1,500.9,1591.92,0,0
STMN0614431175,0,20.2,100.84,1785.83,0
STMN0614431177,0,38.99,210.57,1415.48,0
STMN0614431204,0,1304.85,2228.34,0,0
STMN0614431231,110.66,810.56,1679,0,0
STMN0614431263,49.98,55.47,225.05,0,0
STMN0614431265,38.21,0,197.04,0,0
STMN0614431328,10554.92,8882.21,31814.78,373492.25,38730.74
STMN0614431452,1483.6,1010.92,3259.74,1374.67,0
STMN0614514933,6.24,150.01,153.64,0,0
STMN0641048921,1654.32,1125.45,2741.29,25357.45,1353.13
STMN0641048922,819.02,778.29,1775.92,132493.42,1238.59
STMN0642048576,1816.53,451.11,2740.32,149929.77,3757.15
STMN0642048616,47.3,16.35,250.84,0,0
STMN0642048728,6.58,145.97,146.64,0,0
STMN0642048778,169.81,197.03,369.32,0,0
STMN0642048960,72.01,1931.86,2338.21,2044.15,0
STMN0642049136,58.16,271.29,326.12,1844.8,281.72
STMN0642049206,521.84,459.68,1354.13,3259.18,666.23
STMN0642049297,4.99,1816.48,2032.41,4387.38,0
STMN0642049540,105.54,499.56,729.45,0,0
STMN0642049772,0,223.39,233.98,0,0
STMN0642049895,435.55,583.35,1138.93,47324.5,1823.89
STMN0642050061,652.08,960.82,1780.01,216316.69,8087.37
STMN0642050167,9.75,65.5,66.41,0,0
STMN0642050191,71.67,248.13,556.21,0,0
STMN0642050208,59.37,381.14,632.12,322.13,0
STMN0642050243,0,62.02,104.81,3258.83,0
STMN0642067337,38.25,136.75,183.7,0,0
STMN0642084388,352,0,448.15,2797.65,213.03
STMN0642513625,0,0,436.39,0,0
STMN0642513629,0,0,343.3,0,0
STMN0642513631,0,0,1970.13,0,0
STMN0642513634,0,266.94,266.94,0,0
STMN0642513637,1158.2,382.69,1796.83,0,0
STMN0642513645,0,250.37,250.37,0,0
STMN0642513909,0,0,936.24,0,0
STMN0642515050,60.14,215.99,308.95,0,0
STMN0651048556,0,913.31,1327.25,0,0
STMN0651048561,0,414.88,442.92,0,0
STMN0651048577,0,1920.86,2208.43,21.06,0
STMN0651048611,0,1437.26,1528.47,183.57,0
STMN0651048788,456.39,7006.61,9968.68,0,0
STMN0651048897,2549.12,8313.73,15610.3,0,0
STMN0651049031,0,822.65,863.95,1648.3,0
STMN0651049049,0,971.97,1182.87,0,0
STMN0651049059,137.09,29.33,166.42,0,0
STMN0651049124,44.59,0.64,174.38,0,0
STMN0651049132,75.43,5.11,88.83,0,0
STMN0651049197,0,19.32,57.73,0,0
STMN0651049246,91.72,17.91,475.48,0,0
STMN0651049250,2724.38,4804.62,12731.37,0,0
STMN0651049261,0,21.13,53.93,0,0
STMN0651049289,59.98,324.77,671.1,0,0
STMN0651049305,8.23,113.5,126.08,0,0
STMN0651049383,1221.36,784.3,2723.2,0,0
STMN0651049506,446.99,462.92,926.43,0,0
STMN0651049616,5.94,115.95,130.97,0,0
STMN0651049677,276.23,453.29,737.32,0,0
