STORMNET_ID,VDOT Length,Easement Length,Total Conveyance Length,County Area,County Area Impervious
STMN0353029150,19.41,171.94,178.2,0,0
STMN0353029454,0,200.54,200.54,0,0
STMN0353029621,0,135.5,138.46,0,0
STMN0353029889,0,301.9,301.9,0,0
STMN0353030004,0,426.11,426.11,0,0
STMN0353030111,0,224.3,224.3,0,0
STMN0353030208,0,0,631.42,63725.6,15668.25
STMN0353030240,273.17,1172.42,1770.75,0,0
STMN0353030249,0,0,632.18,33064.55,11027.67
STMN0353030358,326.81,1188.4,1505.71,0,0
STMN0353030399,46.43,0,420.68,82643.56,361.33
STMN0353030503,0,230.48,577.76,0,0
STMN0353030574,1058.88,120.4,1770.82,0,0
STMN0353030706,67.96,714.5,857.28,0,0
STMN0353030791,14.74,125.64,137.93,0,0
STMN0353030894,585.51,433.28,1124.79,0,0
STMN0353031039,1907.83,1204.87,3241.78,0,0
STMN0353063519,0,166.05,166.05,0,0
STMN0353091876,309.44,75.92,411.82,0,0
STMN0353516962,7.49,853.04,2052.28,0,0
STMN0353516979,21.39,718.44,1884.54,0,0
STMN0353516981,0,733.19,1056.06,0,0
STMN0354027056,0,0,56.92,0,0
STMN0354027678,3730.38,3801.98,8485.8,10338.96,2509.26
STMN0354030886,474.1,52.43,674.74,0,0
STMN0354062447,0,0,217.25,0,0
STMN0354064738,1318.44,1415.99,2814.3,0,0
STMN0354083076,0,584.14,596.3,0,0
STMN0354086396,184.83,948.36,1976.94,0,0
STMN0354089228,0,514.19,832.5,40485.32,26538.97
STMN0354089244,181.77,465.01,767.85,0,0
STMN0354505921,1911.7,4203.19,7012.8,0,0
STMN0354516624,4010.7,9915.07,18422.03,0,0
STMN0354518017,2415.92,3991.95,7514.05,0,0
STMN0361020402,3.71,148.39,207.18,1887.85,31.33
STMN0361020433,621.14,186.3,806.2,202.05,0
STMN0361020453,9.65,13.94,181.38,475.57,82.14
STMN0361020582,231.75,310.05,655.98,0,0
STMN0361020693,124.47,401.26,654.33,0,0
STMN0361020733,0,0,416.01,55575.26,20954.18
STMN0361020863,131.08,121.63,264.72,0,0
STMN0361020955,0,79.93,471.33,0,0
STMN0361021264,0,0,171.71,106264.61,25367.83
STMN0361021324,0,0,441.42,69438.4,23369.93
STMN0361021430,0,0,194.38,138129.84,47304.99
STMN0361021493,0,0,65.58,6975.07,3534.54
STMN0361021788,144.16,364.45,473.47,0,0
STMN0361022895,52.86,202.76,283.38,0,0
STMN0361023247,0.81,104.79,110.37,0,0
STMN0361023476,341.48,234.26,578.11,847.19,0
STMN0361023671,20.31,578.4,645.95,0,0
STMN0361024284,81.06,363.06,460.43,1751.15,0
STMN0361024345,324.79,118,690.49,0,0
STMN0361024446,55.25,174.96,255.32,594.98,0
STMN0361024463,43.56,569.61,609.05,0,0
STMN0361024487,0,143.24,143.24,282.62,0
STMN0361024574,0,0,73.5,0,0
STMN0361024669,1115.66,1045.41,2278.31,771.24,0
STMN0361025601,141.03,877.22,1071.94,2160.47,0
STMN0361025602,62.13,8.62,82.67,743.57,0
STMN0361508711,28.52,24.47,175.29,0,0
STMN0362020614,16.58,191.02,202.45,0,0
STMN0362021016,1407.27,166.24,2112.14,0,0
STMN0362021611,40.34,0,288.35,0,0
STMN0362021749,9.96,314.15,322.5,0,0
STMN0362023193,413.57,15.6,944.41,0,0
STMN0362023479,0,217.14,217.14,0,0
STMN0362023857,0,175.15,175.15,227,0
STMN0362024125,541.63,245.84,802.11,3522.61,0
STMN0362024220,99.84,647.13,895.85,41992.06,0
STMN0362024398,466.95,393.74,904.97,4228.4,0
STMN0362024400,230.33,35.31,273.69,3131.36,0
STMN0362024503,577.71,91.71,644.85,0,0
STMN0362025071,373.82,205.05,891.54,0,0
STMN0362025280,0,184.6,559.68,49.96,0
STMN0362025414,1154.52,215.11,1600.58,8664.77,741.8
STMN0362080659,0,300.88,351.03,0,0
STMN0362080671,0,210.01,468.06,0,0
STMN0362080673,0,175.95,192.49,0,0
STMN0362080675,0,80.17,80.17,0,0
STMN0362080691,0,490.9,645.72,0,0
STMN0362086856,249.96,29.89,314.05,0,0
STMN0362508175,66.24,1434.47,2191.77,0,0
STMN0362508682,50.39,241.88,401.11,0,0
STMN0363025655,328.82,1394.42,2529.82,8596.6,0
STMN0363025751,458.88,387.71,926.28,0,0
STMN0363026305,803.48,421.21,1242.7,0,0
STMN0363027354,2628.49,1172.32,4447.12,367.49,0
STMN0363027406,51.52,996.88,1753.26,0,0
STMN0363027455,970.21,1672.19,2775.66,0,0
STMN0363027470,0,10.13,169.43,0,0
STMN0363027666,91.77,93.52,166.72,0,0
STMN0363027752,0,479.25,1273.04,0,0
STMN0363028250,48.47,217.88,277.62,3191.53,0
STMN0363028261,194.04,193.05,411.76,956.36,0
STMN0363028457,16.39,135.85,188.04,0,0
STMN0363028686,426.99,365.69,1173.93,0,0
STMN0363029451,3613.3,1564.93,5524.87,154233.82,0
STMN0363030121,0,3.36,136.33,0,0
STMN0363030375,46.61,8.28,59.9,515.95,0
STMN0363030494,0,61.24,61.24,146.78,0
STMN0363030645,588.06,95.36,698.82,2785.42,0
STMN0363030697,41.86,88.58,333.63,3561.52,0
STMN0363030708,367.41,507.15,988.34,16043.48,217.44
STMN0363065261,106.07,406.02,764.65,670.71,0
STMN0363067327,1239.2,1962.43,3260.35,0,0
STMN0363084109,900.8,721.81,1609.64,6797.69,0
STMN0363508195,0,60.71,60.71,2666.76,936.42
STMN0363508874,306.81,361.89,594.21,5155.03,222.82
STMN0363508879,0,113.8,763.67,468.44,0
STMN0363508893,59.83,248.79,606.3,0,0
STMN0363508900,266.35,100.7,301.72,756.63,0
STMN0363508912,0,316.43,1223.27,0,0
STMN0363508943,46.42,160.18,207.24,0,0
STMN0363508946,926.04,152.02,1195.26,0,0
STMN0364025581,406.67,951.96,2175.67,9630.83,0
STMN0364025835,0,292.16,339.71,0,0
STMN0364026299,0,75.13,82.6,0,0
STMN0364027322,42.29,261.93,307.11,0,0
STMN0364027399,1011.24,895.76,2017.49,0,0
STMN0364027469,1682.22,704.52,3166.05,0,0
STMN0364027651,545.35,120.74,783.06,0,0
STMN0364029168,39.44,4.61,63.79,0,0
STMN0364030102,1915.69,1036.16,4687.69,0,0
STMN0364030752,52.49,0,96.27,0,0
STMN0364083686,510.02,564.75,1078.32,0,0
STMN0364086848,241.93,123.72,354.47,0,0
STMN0364508812,127.78,16.71,237.13,0,0
STMN0371020505,0,46.84,99.06,0,0
STMN0371020517,54.51,220.07,471.61,6214.31,0
STMN0371020827,0.31,97.43,108.35,0,0
STMN0371020925,51.42,20.23,246.16,0,0
STMN0371021077,0,272.62,416.4,0,0
STMN0371021088,164.96,210.51,363.39,0,0
STMN0371021151,50.04,113.65,293.66,0,0
STMN0371021421,105.72,38.64,221.8,0,0
STMN0371022109,46.73,169.22,289.64,0,0
STMN0371022116,49.55,198.74,343.23,0,0
STMN0371022775,54.29,0,58.14,0,0
STMN0371023237,131.12,266.81,490.18,0,0
STMN0371023801,60.7,13.4,62.23,0,0
STMN0371024131,0,65.88,65.88,0,0
STMN0371024376,47.33,269.94,319.1,5320.14,0
STMN0371071587,19.72,57.11,57.11,0,0
STMN0371071781,0,198.71,220.59,0,0
STMN0371508173,86.19,214.24,475.03,5608.11,33.21
STMN0371508659,41.03,44.1,142.4,13833.08,369.62
STMN0371508662,957.79,224.35,1541.11,0,0
STMN0372020448,52.3,13.83,70.64,0,0
STMN0372020720,70.3,57.88,149.16,0,0
STMN0372021211,1856.76,316.02,2114.25,0,0
STMN0372021429,35.33,29.53,73.18,0,0
STMN0372021439,1084.99,115.23,1530.71,0,0
STMN0372022784,0,396.18,591.44,0,0
STMN0372022909,1304.05,0,1304.05,0,0
STMN0372023810,955.93,210.27,1204.39,464.08,0
STMN0372024215,668.05,0,748.46,5757.52,0
STMN0372024519,96.62,2377.22,3661.45,0,0
STMN0372025067,0,213.52,213.52,0,0
STMN0372067347,912.98,108.58,1100.15,0,0
STMN0372508608,225.56,0,419.05,17262.47,2072.25
STMN0372508610,162.56,0,433.51,12060.96,2260.34
STMN0372508624,45.9,339.45,616.76,0,0
STMN0372508632,43.31,455.57,503.79,0,0
STMN0372509839,633.11,935.47,2463.25,0,0
STMN0373025503,903.06,254.03,1257.9,6887.91,0
STMN0373025554,47.47,0,47.47,0,0
STMN0373025885,45.47,228.38,273.15,9744.05,0
STMN0373026282,0,48.21,187.11,0,0
STMN0373026303,48.65,207.57,566.64,0,0
STMN0373026376,247.41,57.74,290.55,0,0
STMN0373026385,184.77,397.4,532.23,0,0
STMN0373026470,170.95,128.14,209.87,0,0
STMN0373026566,105.91,32.02,147.98,0,0
STMN0373026633,303.29,187.71,569.04,0,0
STMN0373027211,219.7,19.32,367.15,0,0
STMN0373027494,615.64,114.42,1051.6,0,0
STMN0373027611,21.8,110.88,282.03,0,0
STMN0373028626,45.36,0,57.2,0,0
STMN0373028882,915.45,924.41,2450.2,0,0
STMN0373028981,0,14.53,287.54,0,0
STMN0373029542,792.63,340.86,1169.67,0,0
STMN0373030054,689.04,844.58,1524.54,0,0
STMN0373030212,173.69,287.97,712.49,119871.59,402.87
STMN0373030357,52.32,41.79,177.11,0,0
STMN0373030362,274.79,223.75,571.16,0,0
STMN0373030545,369.13,22.37,421.96,0,0
STMN0373030756,19.17,276.92,386.03,0,0
STMN0373057347,57.49,1.46,64.41,0,0
STMN0373078319,0,108.44,108.44,0,0
STMN0373086850,58.23,222.31,423.5,10060.39,0
STMN0373086851,0,147.87,196.56,0,0
STMN0373086852,359.63,268.37,572.96,1439.66,0
STMN0373086853,0,117.75,182.31,0,0
STMN0373508790,342.21,182.52,655.44,0,0
STMN0373508795,41.54,454.54,760.02,4011.46,0
STMN0374026025,740.38,262.43,1201.72,55589.45,0
STMN0374026402,39.81,126.3,179.28,0,0
STMN0374026440,2435.66,1734.56,4236.25,3585.65,0
STMN0374026594,397.4,1152.06,1988.53,0,0
STMN0374026794,120.73,688.14,892.41,0,0
STMN0374026865,39.29,0,234.07,0,0
STMN0374027210,39.15,206.99,312.79,0,0
STMN0374027265,2894.6,1845.69,5773.79,0,0
STMN0374027314,101.99,250.2,561.73,0,0
STMN0374027402,2.79,118.94,129.78,0,0
STMN0374027588,513.95,57.64,818.9,0,0
STMN0374027687,592.58,1118.15,1717.32,0,0
STMN0374027708,44.34,149.03,200.44,0,0
STMN0374027814,1056.46,634.72,2043.73,0,0
STMN0374027871,597.89,461.87,1471.2,0,0
STMN0374028204,1057.94,535.91,2437.97,0,0
STMN0374028470,395.06,16.16,406.49,0,0
STMN0374028673,525.2,14.34,537.91,0,0
STMN0374029015,788.33,1392.35,2545.63,0,0
STMN0374029213,4163.71,1045.85,5505.26,0,0
STMN0374029571,979.31,935.24,2884.64,1796.63,0
STMN0374029656,1243.78,1087.32,2557.01,0,0
STMN0374029776,974.03,1173.86,3096.46,0,0
STMN0374029835,13.23,13.48,122.78,0,0
STMN0374030105,25.46,24.19,57.04,0,0
STMN0374030213,143.92,3.5,275.18,0,0
STMN0374030313,111.69,66.97,210.4,0,0
STMN0374030372,464.26,201.35,780.19,148246.56,0
STMN0374030514,174.15,526.05,1188.34,1846.24,0
STMN0374030701,10.34,82.01,122.63,0,0
STMN0374080946,217.42,811.49,1061.5,0,0
STMN0381020160,481,668.31,1261.03,0,0
STMN0381020216,205.76,124.99,351.33,0,0
STMN0381020230,492.08,253.72,1121.66,0,0
STMN0381020605,303.62,103.52,452.33,0,0
STMN0381020644,8.13,115.83,158.25,0,0
STMN0381020916,38.73,157.05,201.04,0,0
STMN0381020941,407.69,267.52,815.58,0,0
STMN0381020982,190.74,193.16,457.16,0,0
STMN0381021011,1009.84,662.27,2217.54,0,0
STMN0381021033,108.66,172.47,288.45,0,0
STMN0381021067,214.11,148.04,429.37,0,0
STMN0381021447,111.53,571.45,994.78,0,0
STMN0381021525,515.36,49.94,655.2,0,0
STMN0381021715,159.9,308.69,707.21,0,0
STMN0381021779,80.84,197.89,508.51,0,0
STMN0381021999,2819.45,1106.73,4849.86,242321.55,0
STMN0381022011,337.5,462.99,1056.97,0,0
STMN0381022183,225.71,306.13,630.26,0,0
STMN0381022398,996.01,663.08,1585.68,0,0
STMN0381022687,854.41,1512.75,2766.37,0,0
STMN0381023467,71.96,209.5,625.2,0,0
STMN0381023660,2.98,106.74,177.17,0,0
STMN0381023841,201.24,100.8,301.69,0,0
STMN0381023970,117.1,195.87,876.28,0,0
STMN0381024003,328.48,466.71,883.54,0,0
STMN0381024348,142.45,116.41,268.77,0,0
STMN0381024677,604.34,1252.82,1969.7,0,0
STMN0381024838,1339.88,315.56,1698.41,0,0
STMN0381024851,135.41,608.43,1252.35,0,0
STMN0381025287,615.83,520.74,5418.5,500096.04,86829.28
STMN0381508587,1276.91,824.76,2536.42,346295.65,528.56
STMN0381508593,41.74,230.41,291.57,0,0
STMN0382020122,1204.02,1682.32,5935.19,4335.02,355.68
STMN0382020363,44.46,118.26,162.14,171.06,0
STMN0383025465,572.54,507.32,1109.71,0,0
STMN0383025906,46.79,25.52,199.03,0,0
STMN0383025912,1658.46,2067.02,4139.72,0,0
STMN0383026339,212.65,162.29,993.72,0,0
STMN0383026592,463.23,854.16,1360.39,11053.25,1522.02
STMN0383030194,210.68,329.37,652.81,0,0
STMN0383030355,0,0,0,0,0
STMN0391021714,2144.43,2846.89,7926.62,323885.44,19008.24
STMN0391021764,55.26,542.15,670.65,0,0
STMN0391021811,366.15,396.47,764.58,0,0
STMN0391021858,1244.42,2678.77,4177.54,0,0
STMN0391021907,0,146.52,146.52,0,0
STMN0391021913,1011.46,261.02,1447.3,0,0
STMN0391021940,211.8,312.42,659.42,0,0
STMN0391021982,2144.34,744.09,2977.28,0,0
STMN0391022009,1071.93,50.58,3550.85,0,0
STMN0391022041,75.23,579.77,652.02,0,0
STMN0391022062,130.42,345.75,587,0,0
STMN0391022136,112.13,72.48,184.04,0,0
STMN0391022296,1677.97,1350.82,4744.31,121592.76,78018.07
STMN0391022491,494.38,146.65,648.09,0,0
STMN0391022709,0,252.1,548.26,0,0
STMN0391022845,126.14,311.19,439.19,0,0
STMN0391023167,224.7,134.72,351.3,0,0
STMN0391023358,0,87.56,87.56,0,0
STMN0391023842,873.44,2267.05,3314.97,166484.05,34832.4
STMN0391024041,707.95,679.56,1776.03,0,0
STMN0391024135,0.82,52.68,54.42,0,0
STMN0391024331,604.98,2177.1,5325.6,0,0
STMN0391024362,302.4,689.07,1081.69,0,0
STMN0391024363,683.99,363.41,1047.54,0,0
STMN0391024371,36.64,25.62,67.91,0,0
STMN0391024510,458.42,434.44,1235.06,32520.05,2898.72
STMN0391024684,555.59,1946.01,7782.3,657497.47,413455.51
STMN0391024812,2.08,106.62,117.31,0,0
STMN0391024846,610.27,337.15,955.62,0,0
STMN0391024951,547.5,982.68,1520.12,0,0
STMN0391084237,0,120.24,207.26,0,0
STMN0391507790,1195.19,438.32,1825.5,0,0
STMN0392023261,8809.83,9047.48,28918.37,145692.11,23372.5
STMN0392024012,234.72,1132.7,3981.67,357463.58,18777.36
STMN0392024128,0,299.87,299.87,0,0
STMN0392024275,0,329.49,329.49,0,0
STMN0392024788,0,570.79,2750.6,0,0
STMN0392025018,0,0,586.71,0,0
STMN0392077719,3026.58,1160.62,4991.61,36845,4879.04
STMN0393025183,2298.93,7626.31,12293.01,13067.45,131.95
STMN0393025202,2808.02,4706.1,8359.47,98257.38,554.32
STMN0393028087,62.2,15.15,74.76,0,0
STMN0393028240,107.65,3.81,221.65,0,0
STMN0393028674,53.4,0,165.68,0,0
STMN0393028801,0,181.25,181.25,0,0
STMN0393030014,3.65,197.34,433.42,0,0
STMN0393084065,1440.86,3985.98,7475.84,210092.87,9291.21
STMN0393093036,0,61.84,67.99,30.53,0
STMN0394025198,0,0,2422.53,0,0
STMN0394026024,0,7.5,67.21,0,0
STMN0394026131,229.21,280.68,1003.75,0,0
STMN0394026139,0,61.5,228.35,0,0
STMN0394026335,4315.43,1862.73,6830.73,12959.87,9956.91
STMN0394026407,388.88,21.97,1113.68,0,0
STMN0394026508,1558.79,1456.47,3616.12,3046.2,0
STMN0394026652,8.51,118.01,169.3,0,0
STMN0394026879,546.1,579.48,3721.05,57300.35,8894.41
STMN0394027129,100.18,497.7,597.83,3100.68,0
STMN0394027216,7.76,143.84,151.16,0,0
STMN0394054681,67.3,1215.57,2081.13,0,0
STMN0394062699,187.08,1781.26,2959.67,0,0
STMN0394074567,18.71,267.95,280.14,0,0
STMN0401068327,0,349.37,488.37,0,0
STMN0401415500,0.7,64.24,126.82,0,0
STMN0401415503,45.67,116,160.6,0,0
STMN0401415507,5177.05,3651.46,9206.82,0,0
STMN0401415529,116.34,43.17,566.26,0,0
STMN0401415533,348.2,177.25,650.34,66.34,0
STMN0401415565,4435.52,2710.69,10890.16,23253.75,185.77
STMN0401415570,413.29,0,415.86,0,0
STMN0401415574,155.74,40.11,295.05,10672.82,1154.47
STMN0401415577,31.62,79.97,122.86,8113.21,1094.44
STMN0401415625,621.42,6.26,728.34,1.88,0
STMN0401415654,2551.58,3206.09,8367.08,12241.01,0
STMN0401415656,52.9,0,408.24,0,0
STMN0401415711,0,0,172.66,91491.03,7053.72
STMN0401415787,850.06,117.55,1672.34,0,0
STMN0401415829,166.83,19.86,207.71,239.67,0
STMN0401415833,1316.82,2409.27,5540.3,47427.7,3599.67
STMN0401415858,191.25,47.25,421.12,150.71,0
STMN0401415860,67.18,181.52,403.95,117476.35,29.65
STMN0401415876,398.23,441.97,1275.71,2927.32,0
STMN0401415941,713.79,259.99,1103.11,0,0
STMN0401415945,16.28,85.94,173.36,2089.14,0
STMN0401415947,13.01,72.66,173.58,2978.66,0
STMN0401415949,149.62,205.13,362.77,398.82,0
STMN0401415954,16.46,44.29,105.89,1104.13,0
STMN0401415985,5102.89,2506.33,9795.5,227457.04,684.12
STMN0401416024,235.01,0.21,337.84,2960.1,0
STMN0401416069,896.95,41.37,1046.75,4837.82,48.01
STMN0402058445,0,220.45,1660.56,200.27,1.05
STMN0402086857,0,90.26,90.26,0,0
STMN0402086858,0,184.8,345.84,0,0
STMN0402414763,131.82,256.68,388.04,3401.33,0
STMN0402414785,1692.94,1058.27,2891.7,0,0
STMN0402414793,350.24,87.68,494.39,0,0
STMN0402414809,591.21,139.94,728.9,0,0
STMN0402414814,19.36,173.65,182.16,0,0
STMN0402414824,1854.13,1453.07,3794.82,0,0
STMN0402414832,661.51,116.92,1054.29,0,0
STMN0402414843,0,663.85,712.77,0,0
STMN0402414853,157.94,130.26,390.02,0,0
STMN0402414865,0,1252,1332.52,0,0
STMN0402414922,1444.7,1964.56,4026.71,0,0
STMN0402414926,39.99,37.27,180.1,0,0
STMN0402414928,6.96,86.9,147.19,0,0
STMN0402414938,0,483.42,483.42,0,0
STMN0402414942,0,136.66,191.2,0,0
STMN0402414988,2606.61,607.39,4174.85,0,0
STMN0402415004,456.03,351.34,905.74,0,0
STMN0402415017,5541.92,2744.87,10290.24,63154.77,0
STMN0402415048,0,566.7,644.83,0,0
STMN0402415091,471.34,1375.06,3666.87,417687.35,0.27
STMN0402415106,2062.03,2312.65,6700.16,0,0
STMN0402415111,0,114.36,127.79,0,0
STMN0402415136,527.01,139.1,714.43,0,0
STMN0402415141,39.93,95.48,175.59,280.49,0
STMN0402415145,45.28,174.02,238.65,241.68,0
STMN0402415152,0,732.61,989.44,108.55,0
STMN0402415158,669.22,2248.15,5260.67,1748.21,0
STMN0402415182,48.95,24.55,733.31,778.12,157.41
STMN0402415186,503.98,52.17,570.79,2981.98,424.88
STMN0402415195,141.37,112.91,301.82,0,0
STMN0402415203,893.44,1375.95,2559.29,9550.64,0
STMN0402415243,4172.47,1155.08,5850.74,1356.26,0
STMN0402415247,54.5,133.02,184.83,74.56,0
STMN0402415258,908.7,135.96,1045.81,209.01,0
STMN0402415264,113.62,327.58,461.28,396.54,0
STMN0402415267,0,64.84,64.84,0,0
STMN0402415281,4.22,24.95,24.95,256.4,0
STMN0402415284,88.16,61.12,208.4,5482.28,0
STMN0402415299,0,99.37,99.37,0,0
STMN0402415321,1272.22,606.12,2362.22,0,0
STMN0402415351,43.77,384.67,568.63,0,0
STMN0402415361,1947.4,7179.62,11002.47,13893.43,0
STMN0402415421,0,375.54,767.2,0,0
STMN0402507732,21.73,237.02,281.45,4227.84,0
STMN0403073474,3397.67,2820.52,13227.69,0,0
STMN0403084764,0,1481.33,2422.19,0,0
STMN0403416643,410.3,93.54,547.73,0,0
STMN0403416684,1408.06,6581.07,9891.58,116539.97,7823.5
STMN0403416708,103.05,648.34,872.34,0,0
STMN0403416709,129.81,105.42,236.82,0,0
STMN0403416779,0,19.25,19.25,0,0
STMN0403416781,0,161.96,182.33,0,0
STMN0403416786,75.3,168.08,214.02,0,0
STMN0403416790,158.75,6527.01,9689.93,0,0
STMN0403416792,0,28.84,73.93,0,0
STMN0403416797,1598.38,2163.8,5192.16,0,0
STMN0403416810,53.5,0,58.05,0,0
STMN0403416898,11590.99,10270.62,26362.71,193708.55,9473.05
STMN0403417040,940.44,809.35,1988.52,0,0
STMN0403417574,0,0,113.45,0,0
STMN0404416221,1110.88,456.18,1863.01,0,0
STMN0404416222,9.65,191.35,200.69,0,0
STMN0404416245,4672.52,3118.37,8496.03,0,0
STMN0404507255,2385.25,3753.89,8350.62,0,0
STMN0411058225,0,0,1468.78,288863.71,13763.12
STMN0411080196,41.87,603.58,1373.72,0,0
STMN0411091282,4.13,87.87,90.8,0,0
STMN0411414480,1.65,53.81,189.7,0,0
STMN0411414486,141.41,189.63,365.09,0,0
STMN0411414502,136.94,233.89,406.73,0,0
STMN0411414517,10.75,30.29,113.48,0,0
STMN0411414518,68.66,277.26,373.57,0,0
STMN0411414523,1774.91,37.63,2623.9,0,0
STMN0411414524,188.61,9.6,199.27,0,0
STMN0411414542,155.55,221.03,578.85,0,0
STMN0411414547,227.14,129.01,370.36,0,0
STMN0411414674,679.71,930.77,2094.58,0,0
STMN0411414696,1008.98,983.92,2177.17,0,0
STMN0411414702,1044.73,328.42,1489.92,0,0
STMN0411414703,97.46,233.68,272.56,0,0
STMN0411507677,0,932.88,1508.67,0,0
STMN0411507679,607.03,949.62,1646.59,0,0
STMN0431515114,0,3268.36,3921.59,170803.22,498.33
STMN0432035027,2435.88,8211.34,17972.22,3229.31,0
STMN0432035684,443.86,62.2,508.67,0,0
STMN0432036059,569.62,1174.11,4190.15,0,0
STMN0432036766,47.69,2386.1,5942.54,9764.07,539.3
STMN0432053366,0,72.46,527.75,2779.02,0
STMN0432076044,0,1069.88,7402.32,1191027.24,241844.02
STMN0432505985,0,3143.11,8764.17,891536.23,271258.76
STMN0433040376,0,377.73,597.67,0,0
STMN0433059146,0,686.07,881.85,3242.14,0
STMN0434038957,765.8,3243.23,4334.14,0,0
STMN0434039070,698.24,1214.79,3100.1,25.17,0
STMN0434039220,7.95,118.52,348.82,0,0
STMN0434073051,2.59,2045.9,2070.69,0,0
STMN0434506217,1015.39,3596.69,6155.2,11632.61,0
STMN0441031675,0,0,488.45,0,0
STMN0441031681,0,136.34,432.73,0,0
STMN0441031712,1509.42,157.79,3041.92,0,0
STMN0441031763,233.32,113.71,354.51,0,0
STMN0441031771,0,0,378.13,0,0
STMN0441033653,58.77,49.26,101,2442.09,0
STMN0441034049,414.12,136.78,3387.57,892.08,0
STMN0441034433,1211.21,3118.84,10286,362294.21,71096.72
STMN0441034532,450.97,786.91,1664.86,177.59,0
STMN0441035023,381.22,90.96,867.06,0,0
STMN0441035862,953.94,194.3,3088.67,0,0
STMN0441035864,110.85,51.64,159.66,0,0
STMN0441036165,270.18,23.28,294.6,0,0
STMN0441036753,109.91,39.43,159.35,0,0
STMN0441063328,0,365.68,3317.64,0,0
STMN0441067395,166.41,129.19,306.69,0,0
STMN0441082954,24.34,1540.25,1567.61,0,0
STMN0441086547,0,24,225.71,0,0
STMN0441513216,959.7,785.1,6879.74,0,0
STMN0441517578,793.6,493.32,6501.74,101.75,0
STMN0442031327,1288.77,1683.42,3353.79,594.7,0
STMN0442031477,6.4,23.88,112.87,0,0
STMN0442031556,5202.49,10679.88,26951.61,279.13,0
STMN0442031602,0,106.11,106.11,946.64,0
STMN0442031653,4.73,1448.98,1829.97,128097.27,0
STMN0442031797,655.6,2907.97,7220.94,843.75,0
STMN0442031811,107.14,258.71,503.21,0,0
STMN0442032224,2520.07,3365.4,10691.48,0,0
STMN0442032226,0,402.63,417.61,364.22,0
STMN0442032298,58.46,335.23,395.23,0,0
STMN0442032599,0,73.14,105.72,0,0
STMN0442032617,59.31,477.56,912.84,796.88,350.72
STMN0442032770,517.75,1476.1,4434.25,0,0
STMN0442032856,15.95,23.94,188.44,2395.78,378.17
STMN0442032915,0,145.89,618.26,11371.85,198.98
STMN0442033061,4.82,113.94,127.24,11807.67,0
STMN0442033106,217.3,229.33,380.63,12064.03,0
STMN0442033205,244.22,319.37,517.94,2450.79,297.78
STMN0442033318,709.63,1518.61,4921.09,0,0
STMN0442033423,0,346.2,571.87,0,0
STMN0442033735,177.95,545.07,1822.31,0,0
STMN0442033926,877.75,1520.9,2488.61,0,0
STMN0442033993,124.06,180.93,323.41,0,0
STMN0442033999,798.73,234.3,1204.06,2047.98,113.02
STMN0442034006,158.38,117.92,291.18,0,0
STMN0442034162,774.87,1446.78,2424.47,15732.94,179.93
STMN0442034182,129.9,168.62,292.42,760.73,0
STMN0442034196,1707.98,3522.3,5377.96,48611.4,604.03
STMN0442034276,7.76,163.95,176.83,1551.66,362.81
STMN0442034901,124.59,384.13,479.15,14664.73,1385.17
STMN0442034974,145.2,292.16,504.17,2127.41,171.76
STMN0442035113,1290.44,7037.72,11676.6,0,0
STMN0442035114,282.8,190.11,488.39,847.81,0
STMN0442035177,385.09,112.44,519.49,4465.16,28.59
STMN0442035199,149.58,72.81,396.99,20702.51,161.12
STMN0442035264,9.43,131.93,145.48,825.25,0
STMN0442035275,451.52,225.4,862.97,30.36,0
STMN0442035287,108.47,0,245.69,598.62,0
