OBJECTID_1,STORMNET_I,Owner,Count_PerDA,Type_AS,Type_BR,Type_DP,Type_FB,Type_FM,Type_GR,Type_MB,Type_OS,Type_Other,Type_PL,Type_PP,Type_RF,Type_RT,Type_SF,Type_TF,Type_TR,Type_UG,Type_VF,Type_VS,Type_WL,Type_WS,Type_WP,Sum_DRAINAGE_AREA,Sum_TREATED_AREA,Shape_Length,Shape_Area,Pct_Treated,Area_AC
8865,STMN0981489995,FFX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1992.809304,129831.2211,0,2.98052664
8866,STMN0981489998,FFX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1873.614387,78168.11074,0,1.794500078
8867,STMN0981490006,FFX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3916.945783,670278.6198,0,15.38754134
8868,STMN0981490009,VDOT,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.99,0,2885.659377,484874.0744,0,11.13122162
8869,STMN0981490010,VDOT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1765.006354,61151.27715,0,1.40384577
8870,STMN0981490015,FFX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2963.365258,391981.3686,0,8.998690004
8871,STMN0981490017,FFX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3204.15912,447058.596,0,10.26309422
8872,STMN0981490020,FFX,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.28,0,3879.425453,602074.3115,0,13.82177961
8873,STMN0981490031,FFX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2654.506418,243405.3158,0,5.587839519
8874,STMN0981490032,FFX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1275.769949,65400.93737,0,1.501404935
8875,STMN0981490034,FFX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2155.410263,173563.6239,0,3.98448848
8876,STMN0981490042,FFX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3744.31311,557985.3753,0,12.80963286
8877,STMN0981490046,FFX,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.36,0,3669.016082,682352.6346,0,15.66472369
8878,STMN0981490048,FFX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2698.501294,304329.5613,0,6.986473338
8879,STMN0981490056,FFX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1709.151394,137657.5691,0,3.160195587
8880,STMN0981490057,FFX,5,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,4.45,1.7,3337.572992,599636.751,12.34942716,13.7658207
8881,STMN0981490066,FFX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4788.256504,879298.7633,0,20.18600277
8882,STMN0981490069,FFX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1460.651468,89634.07205,0,2.057723384
8883,STMN0981490078,Private,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3167.342687,274118.7044,0,6.292924722
8884,STMN0981490080,FFX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1104.021224,47479.76718,0,1.089989832
8885,STMN0981490081,FFX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1810.159853,141716.7214,0,3.253381274
8886,STMN0981490087,FFX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,649.9045119,15973.8799,0,0.36671129
8887,STMN0981490090,FFX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1417.529793,40116.60435,0,0.920954197
8888,STMN0981490094,FFX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,874.1906076,22269.7253,0,0.511244591
8889,STMN0981490096,FFX,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.034,0.034,3315.983291,462851.7903,0.319980198,10.62565752
8890,STMN0981490097,FFX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2120.907688,307346.291,0,7.055728199
8891,STMN0981490102,FFX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2033.025368,214991.3218,0,4.935541363
8892,STMN0981490104,FFX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3043.999952,69649.63098,0,1.598941909
8893,STMN0981490110,FFX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,502.1802021,10494.49709,0,0.240921466
8894,STMN0981490147,VDOT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1964.018497,169604.1559,0,3.893591237
8895,STMN0981490162,FFX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1336.121599,51096.15372,0,1.173010976
8896,STMN0981490176,FFX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,806.3453432,27646.34959,0,0.634675394
8897,STMN0981490182,FFX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10558.47233,923492.6872,0,21.20055972
8898,STMN0981490208,FFX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1587.148531,37167.68901,0,0.853256145
8899,STMN0981490210,FFX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1272.819073,34369.33597,0,0.789014542
8900,STMN0981490215,FFX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3303.046097,503378.2166,0,11.55601998
8901,STMN0981490240,FFX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1969.972592,219230.7955,0,5.032866675
8902,STMN0981490242,FFX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1945.424768,82856.6465,0,1.902134479
8903,STMN0981490244,FFX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,669.8238617,11711.22649,0,0.268853841
8904,STMN0981490255,FFX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1599.255687,61504.81997,0,1.411962029
8905,STMN0981490310,FFX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,757.1107144,24084.84692,0,0.552914216
8906,STMN0981490314,FFX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,977.839662,47033.31224,0,1.079740596
8907,STMN0981490319,FFX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,784.1918401,21991.04958,0,0.504847051
8908,STMN0981490337,FFX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,388.9045405,9495.897847,0,0.21799669
8909,STMN0981490340,FFX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,660.7173506,19040.04996,0,0.437101151
8910,STMN0981490343,FFX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,831.6611815,34497.69418,0,0.791961253
8911,STMN0981490375,FFX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1878.649703,158310.9156,0,3.634333078
8912,STMN0981511502,VDOT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2056.415475,118994.1538,0,2.731740811
8913,STMN0982081069,FFX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,840.852925,28490.38627,0,0.654051888
8914,STMN0982489199,FFX,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.28,3.30909,3621.050411,385361.3041,37.40473739,8.846713626
8915,STMN0982489214,FFX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2839.094653,238281.9512,0,5.47022278
8916,STMN0982489215,FFX,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.74,1.694214,3368.890271,395200.8073,18.67396657,9.072598441
8917,STMN0982489217,FFX,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.5,0,4211.501038,901874.1457,0,20.70426431
8918,STMN0982489223,FFX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2100.371975,188292.8439,0,4.322626195
8919,STMN0982489231,FFX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2706.189143,188297.7304,0,4.322738375
8920,STMN0982489237,FFX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1561.046824,97902.39387,0,2.247538693
8921,STMN0982489240,FFX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1858.245144,168735.9518,0,3.873659933
8922,STMN0982489243,FFX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1025.751252,32587.92423,0,0.748118792
8923,STMN0982489245,FFX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1774.137221,156100.5216,0,3.583589211
8924,STMN0982489248,FFX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1405.103392,100290.2298,0,2.302356083
8925,STMN0982489251,FFX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3452.297654,350748.8328,0,8.052117443
8926,STMN0982489256,FFX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1361.728226,93881.53993,0,2.155232219
8927,STMN0982489262,FFX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,914.2729685,18733.16407,0,0.430055992
8928,STMN0982489264,FFX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1041.416304,22863.41504,0,0.524873886
8929,STMN0982489267,FFX,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1.74,0.5,7742.500318,2128053.584,1.023466375,48.85358347
8930,STMN0982489269,FFX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1834.427569,169482.9939,0,3.89080973
8931,STMN0982489272,FFX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1799.280235,73775.68984,0,1.693663566
8932,STMN0982489276,FFX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1051.818594,22902.49288,0,0.525770994
8933,STMN0982489291,FFX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,309.2397493,4390.841625,0,0.100800257
8934,STMN0982489338,FFX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2872.340182,379592.2717,0,8.714274335
8935,STMN0982489345,FFX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1779.533644,111349.978,0,2.55625398
8936,STMN0982489352,FFX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2513.586534,273440.104,0,6.277346138
8937,STMN0982489386,FFX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2754.689253,160181.0835,0,3.677266397
8938,STMN0982489412,FFX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1313.381723,36147.23191,0,0.82982958
8939,STMN0982489416,FFX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1911.063284,204550.5903,0,4.69585419
8940,STMN0982489425,FFX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1798.754416,54051.41929,0,1.240854809
8941,STMN0982489429,FFX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,870.4350927,37979.68581,0,0.871897101
8942,STMN0982489432,FFX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1509.204057,65451.82203,0,1.502573091
8943,STMN0982489439,FFX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1282.322262,40162.08502,0,0.921998294
8944,STMN0982489444,FFX,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.14,2.14,6361.416871,1824452.349,5.109370337,41.88383027
8945,STMN0982489538,FFX,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,3.35,0,7574.478664,2538719.184,0,58.28120613
8946,STMN0982489558,FFX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1534.662894,62847.79624,0,1.442792645
8947,STMN0982489564,Unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1798.395778,143495.9787,0,3.294227564
8948,STMN0982489569,FFX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3402.615274,389296.3005,0,8.937049076
8949,STMN0982489577,FFX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2599.71372,213818.4905,0,4.908616754
8950,STMN0982489584,FFX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1496.923943,71492.02624,0,1.641237654
8951,STMN0982489592,FFX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1172.314874,37048.5813,0,0.850521797
8952,STMN0982489605,FFX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2056.26401,211555.1911,0,4.85665834
8953,STMN0982489615,FFX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1732.117382,126968.0293,0,2.914796537
8954,STMN0982489621,VDOT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,614.5165466,5184.38521,0,0.119017584
8955,STMN0982489656,FFX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4725.589832,1077942.671,0,24.74625763
8956,STMN0982489743,FFX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5378.518801,763025.4155,0,17.51672331
8957,STMN0982489789,FFX,6,0,0,1,0,0,0,0,0,0,1,0,0,2,0,0,1,1,0,0,0,0,0,45.26,17.5,9347.670616,1855387.053,41.08560257,42.59399621
8958,STMN0983054149,FFX,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.3,2.176033,3902.485723,499641.1482,18.97113932,11.47022835
8959,STMN0983055564,FFX,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.2,7.506922,4117.765512,600306.9728,54.4721666,13.78120693
8960,STMN0983061810,VDOT,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2.6,6878.152449,613064.6376,18.47367146,14.07408379
8961,STMN0983063594,VDOT,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.06,2.55,2199.434085,203665.8946,54.53910478,4.675544291
8962,STMN0983066290,FFX,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.7,7.15482,3465.554915,386913.8555,80.55093094,8.882355445
8963,STMN0983067092,FFX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,899.3728728,33878.61951,0,0.777749197
8964,STMN0983075237,FFX,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.85,0,3953.670797,606516.5394,0,13.92375954
8965,STMN0983081777,FFX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1312.853583,65667.24778,0,1.507518605
8966,STMN0983086806,FFX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2905.87469,321788.2294,0,7.387270811
8967,STMN0983496301,FFX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1261.854486,93906.90545,0,2.155814534
8968,STMN0983496305,FFX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2236.251476,96742.6389,0,2.220914276
8969,STMN0983496307,FFX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2070.315445,87828.74016,0,2.0162785
8970,STMN0983496314,FFX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1923.441471,99890.37344,0,2.293176607
8971,STMN0983496329,FFX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1870.782967,133110.532,0,3.055809559
8972,STMN0983496335,FFX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1396.946111,102632.736,0,2.356132841
8973,STMN0983496346,FFX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1519.532728,64432.65083,0,1.479176046
8974,STMN0983496355,FFX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1960.824382,175789.2504,0,4.035582038
8975,STMN0983496363,FFX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3453.769406,401933.9169,0,9.227169986
8976,STMN0983496364,FFX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2256.646723,265683.3463,0,6.099274771
8977,STMN0983496378,FFX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1395.398602,111058.8801,0,2.549571267
8978,STMN0983496382,FFX,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.69,0,3458.929343,398669.9374,0,9.152239028
8979,STMN0983496401,FFX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1048.998857,46321.69165,0,1.06340397
8980,STMN0983496403,FFX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2042.932838,189153.6156,0,4.342386874
8981,STMN0983496408,FFX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1381.450689,107352.6684,0,2.464488013
8982,STMN0983496412,FFX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1172.548496,45142.34826,0,1.036329863
8983,STMN0983496417,FFX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,667.6812055,23861.54809,0,0.54778796
8984,STMN0983496422,FFX,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.49,0,3215.413203,390833.9166,0,8.972348024
8985,STMN0983496424,Private,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1443.963704,112663.332,0,2.586404561
8986,STMN0983496448,FFX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,891.1198102,30834.30342,0,0.707861037
8987,STMN0983496455,FFX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1313.282825,77317.09475,0,1.774963361
8988,STMN0983496459,FFX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1026.863713,26317.53025,0,0.604169778
8989,STMN0983496460,FFX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,863.0607562,14609.95563,0,0.335399772
8990,STMN0983496464,FFX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1639.445802,93079.7612,0,2.136825838
8991,STMN0983496469,FFX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,688.3549053,16938.30698,0,0.388851578
8992,STMN0983496473,FFX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2681.356063,156781.4177,0,3.599220498
8993,STMN0983496474,FFX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2228.199153,80407.29223,0,1.845904818
8994,STMN0983496480,FFX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1551.946557,80985.75384,0,1.859184522
8995,STMN0983496483,FFX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1595.254424,71422.34454,0,1.639637976
8996,STMN0983496488,FFX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1442.383554,38315.47172,0,0.879605716
8997,STMN0983496494,FFX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1485.724402,122114.1412,0,2.803366153
8998,STMN0983496497,FFX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2372.518223,205722.1277,0,4.722749094
8999,STMN0983496513,FFX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,372.8034569,4201.67088,0,0.096457477
9000,STMN0983496515,FFX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2111.024823,166194.0259,0,3.815305113
9001,STMN0983496521,FFX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1992.341023,200424.3185,0,4.601127645
9002,STMN0983496542,FFX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2515.831521,331261.6067,0,7.604750499
9003,STMN0983496546,FFX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1002.766477,30893.54655,0,0.709221077
9004,STMN0983496551,FFX,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.3,5.3,1480.909047,135922.3258,100,3.120359721
9005,STMN0983496561,FFX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2244.310315,178536.2341,0,4.098644359
9006,STMN0983496567,FFX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,748.1176966,32318.13567,0,0.741925274
9007,STMN0983496573,FFX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1135.475079,60382.8632,0,1.386205343
9008,STMN0983496605,Private,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.68,0,5761.287684,1082728.245,0,24.85611975
9009,STMN0983511550,FFX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2137.390031,217138.0838,0,4.984824433
9010,STMN0984051253,FFX,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2.18,0,4982.098831,630137.3138,0,14.46602007
9011,STMN0984051309,FFX,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1362.694995,108792.0172,0,2.497531046
9012,STMN0984060925,FFX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2411.798427,267556.2768,0,6.142271511
9013,STMN0984091519,FFX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1173.193746,45431.49795,0,1.042967853
9014,STMN0984495872,FFX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1880.600597,121204.5752,0,2.782485309
9015,STMN0984495879,FFX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2538.648966,296469.6904,0,6.806034809
9016,STMN0984495881,FFX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1467.658346,86812.05013,0,1.992938415
9017,STMN0984495885,FFX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2429.771328,262162.0434,0,6.018436458
9018,STMN0984495893,FFX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3052.722659,215984.1109,0,4.958332755
9019,STMN0984495896,FFX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2516.315289,308180.6975,0,7.074883615
9020,STMN0984495897,FFX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,927.2102488,31224.43631,0,0.716817291
9021,STMN0984495902,FFX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2265.967755,96171.89872,0,2.207811832
9022,STMN0984495907,FFX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1623.93728,57290.2659,0,1.315208794
9023,STMN0984495913,FFX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1743.820745,139071.4044,0,3.192652909
9024,STMN0984495914,FFX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3489.412263,284917.0622,0,6.540821898
